Controlling Institution	System ID	Accession No	Other ID: AS Key Set and CR	Classification term only	Object Type	Brief Description	Credit Line	Media Materials Description	Materials term only	Measurement Description	Update date	Item Count	Classification term only	Record Status	Department	Procedural Status	Signature Marks Date Description	Copyright status	Maker| Role for Export	Provenance full details	Collection	Current Owner	Object Copyright URI	Classification URI	Object Type URI	Materials Type URI	Artist for caption	Maker| Role for Export	Title and date	Medium and dimensions	Controlling Institution for caption	Copyright Holder for caption	Accession Number for caption	Primary Image DAM ID	Image DAM ID	Caption	CR Number	Exhibition Details	Documentation short summary only	Related Object IDs	External File Details
"Georgia O'Keeffe Museum (Santa Fe)"	"6051"	"2006.6.1119"		"Photographs/Visual Works"		"Profile portrait of Todd Webb looking towards the camera in a tan colored jacket and dark shirt standing in the entrance way of Abiquiu house, visible behind him is the wooden gate door with light shining through the slats."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"10 x 8 1/16 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"Copyright"	"Photographer: Georgia O'Keeffe"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Georgia O'Keeffe"	"Photographer: Georgia O'Keeffe"	"Portrait of Todd Webb, ca. 1955-ca. 1981"	"Gelatin silver print, 10 x 8 1/16 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.6.1119]"	"732513"	"732513"	"Georgia O'Keeffe. Portrait of Todd Webb, ca. 1955-ca. 1981. Gelatin silver print, 10 x 8 1/16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.6.1119]"					"www.okeeffemuseum.org/rights-and-repro/   Image Request Link   "
"Georgia O'Keeffe Museum (Santa Fe)"	"6052"	"2006.6.1120"		"Photographs/Visual Works"		"Profile portrait of Todd Webb looking towards the camera in a tan colored jacket and dark shirt standing in the entrance way of Abiquiu house, visible behind him is the wooden gate door with light shining through the slats."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"9 15/16 x 8 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"Copyright"	"Photographer: Georgia O'Keeffe"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Georgia O'Keeffe"	"Photographer: Georgia O'Keeffe"	"Portrait of Todd Webb, ca. 1955-1970"	"Gelatin silver print, 9 15/16 x 8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.6.1120]"	"732518"	"732518"	"Georgia O'Keeffe. Portrait of Todd Webb, ca. 1955-1970. Gelatin silver print, 9 15/16 x 8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.6.1120]"					"www.okeeffemuseum.org/rights-and-repro/   Image Request Link   "
"Georgia O'Keeffe Museum (Santa Fe)"	"6053"	"2006.6.1121"		"Photographs/Visual Works"		"Portrait of Todd Webb dressed in a black polo shirt and tan slacks, sitting the banco in the living room of the Abiquiu house, elbows on knees holding a piece of bark and looking in the direction of the camera."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"10 x 8 1/16 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"Copyright"	"Photographer: Georgia O'Keeffe"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Georgia O'Keeffe"	"Photographer: Georgia O'Keeffe"	"Portrait of Todd Webb, ca. 1955-1970"	"Gelatin silver print, 10 x 8 1/16 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.6.1121]"	"732517"	"732517"	"Georgia O'Keeffe. Portrait of Todd Webb, ca. 1955-1970. Gelatin silver print, 10 x 8 1/16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.6.1121]"					"www.okeeffemuseum.org/rights-and-repro/   Image Request Link   "
"Georgia O'Keeffe Museum (Santa Fe)"	"6054"	"2006.6.1122"		"Photographs/Visual Works"		"Portrait of Todd Webb dressed in a black polo shirt and tan slacks, sitting the banco in the living room of the Abiquiu house, elbows on knees and looking off to the left."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"9 1/2 x 7 5/16 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"Copyright"	"Photographer: Georgia O'Keeffe"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Georgia O'Keeffe"	"Photographer: Georgia O'Keeffe"	"Portrait of Todd Webb, ca. 1955-1970"	"Gelatin silver print, 9 1/2 x 7 5/16 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.6.1122]"	"732516"	"732516"	"Georgia O'Keeffe. Portrait of Todd Webb, ca. 1955-1970. Gelatin silver print, 9 1/2 x 7 5/16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.6.1122]"					"www.okeeffemuseum.org/rights-and-repro/   Image Request Link   "
"Georgia O'Keeffe Museum (Santa Fe)"	"6055"	"2006.6.1123"		"Photographs/Visual Works"		"Portrait of Todd Webb at the Abiquiu house standing in front of the elk antlers dressed in a tan suit coat and a black polo shirt, neutral gaze, facing the camera."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"9 15/16 x 8 1/8 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"Copyright"	"Photographer: Georgia O'Keeffe"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Georgia O'Keeffe"	"Photographer: Georgia O'Keeffe"	"Portrait of Todd Webb, ca. 1955-1970"	"Gelatin silver print, 9 15/16 x 8 1/8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.6.1123]"	"732515"	"732515"	"Georgia O'Keeffe. Portrait of Todd Webb, ca. 1955-1970. Gelatin silver print, 9 15/16 x 8 1/8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.6.1123]"					"www.okeeffemuseum.org/rights-and-repro/   Image Request Link   "
"Georgia O'Keeffe Museum (Santa Fe)"	"6056"	"2006.6.1124"		"Photographs/Visual Works"		"Profile portrait of Todd Webb at the Abiquiu house standing to the side of the elk antlers, dressed in a tan suit coat and a black polo shirt, neutral gaze, face turned toward the camera."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"10 x 8 1/16 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"Copyright"	"Photographer: Georgia O'Keeffe"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Georgia O'Keeffe"	"Photographer: Georgia O'Keeffe"	"Portrait of Todd Webb, ca. 1955-1970"	"Gelatin silver print, 10 x 8 1/16 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.6.1124]"	"732520"	"732520"	"Georgia O'Keeffe. Portrait of Todd Webb, ca. 1955-1970. Gelatin silver print, 10 x 8 1/16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.6.1124]"					"www.okeeffemuseum.org/rights-and-repro/   Image Request Link   "
"Georgia O'Keeffe Museum (Santa Fe)"	"6057"	"2006.6.1125"		"Photographs/Visual Works"		"Portrait of Todd Webb at the Abiquiu house standing to the side of the elk antlers, dressed in a tan suit coat and a black polo shirt, neutral gaze, face turned toward the camera."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"10 x 8 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"Copyright"	"Photographer: Georgia O'Keeffe"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Georgia O'Keeffe"	"Photographer: Georgia O'Keeffe"	"Portrait of Todd Webb, ca. 1955-1970"	"Gelatin silver print, 10 x 8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.6.1125]"	"732521"	"732521"	"Georgia O'Keeffe. Portrait of Todd Webb, ca. 1955-1970. Gelatin silver print, 10 x 8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.6.1125]"					"www.okeeffemuseum.org/rights-and-repro/   Image Request Link   "
"Georgia O'Keeffe Museum (Santa Fe)"	"6058"	"2006.6.1126"		"Photographs/Visual Works"		"Bleached cow skull hanging on the portal at Ghost Ranch, adobe wall and vigas visible."	"Gift of The Georgia O'Keeffe Foundation      "	"Color Polaroid print"	"Polaroid/Photograph"	"5 x 3 1/2 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"	"Handwritten on the back of the photograph, is an inscription by Georgia O'Keeffe: Another present this is. It is beside the Studio door. G, Pretty isn't it?"	"Copyright"	"Photographer: Georgia O'Keeffe"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Georgia O'Keeffe"	"Photographer: Georgia O'Keeffe"	"Skull, ca. 1964"	"Color Polaroid print, 5 x 3 1/2 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.6.1126]"	"732519"	"732519"	"Georgia O'Keeffe. Skull, ca. 1964. Color Polaroid print, 5 x 3 1/2 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.6.1126]"					"www.okeeffemuseum.org/rights-and-repro/   Image Request Link   "
"Georgia O'Keeffe Museum (Santa Fe)"	"6059"	"2006.6.1127"		"Photographs/Visual Works"		"Image of a ladder back chair and a horse skull hanging on the adobe wall under the portal."	"Gift of The Georgia O'Keeffe Foundation      "	"Color Polaroid print"	"Polaroid/Photograph"	"5 1/16 x 3 1/2 inches"	"Oct 31 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"	"Handwritten on the back of the photograph, is an inscription by Georgia O'Keeffe: This is at the end of the Portal - beyond the ladder. That chair I paid ninety eight cents for 22 years ago. One thing I have that is worth it's price. It isn't an antique. It is from Montgomery Ward.  G"	"Copyright"	"Photographer: Georgia O'Keeffe"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Georgia O'Keeffe"	"Photographer: Georgia O'Keeffe"	"Skull and Chair, 1959"	"Color Polaroid print, 5 1/16 x 3 1/2 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.6.1127]"	"732522"	"732522"	"Georgia O'Keeffe. Skull and Chair, 1959. Color Polaroid print, 5 1/16 x 3 1/2 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.6.1127]"					"www.okeeffemuseum.org/rights-and-repro/   Image Request Link   "
"Georgia O'Keeffe Museum (Santa Fe)"	"606"	"2006.5.46"	"140, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Graphite sketch of a landscape. Simple line drawing, no shading. A large hill formation on the right side of the paper, intersects and creates a ""y"" formation with a smaller hill in the distance on the left. In the background, the horizon is visible."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"4 7/8 x 3 3/8 inches"	"Nov 22 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"		"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986         "		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Palo Duro Canyon), 1916-1917"	"Graphite on paper, 4 7/8 x 3 3/8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.46]"	"725396"	"725396, "	"Georgia O'Keeffe. Untitled (Palo Duro Canyon), 1916-1917. Graphite on paper, 4 7/8 x 3 3/8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.46]"	"140"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"6060"	"2006.6.1128"		"Photographs/Visual Works"		"A photograph of two of O'Keeffe's watercolors and her small sculpture, Abstraction, at Stieglitz's 291 Gallery, grey cloth walls and black skirt under the gallery shelf."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"8 1/8 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition at 291, Interior Gallery View, 1917"	"Gelatin silver print, 8 1/8 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1128]"	"732524"	"732524, "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition at 291, Interior Gallery View, 1917. Gelatin silver print, 8 1/8 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1128]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6061"	"2006.6.1128a"		"Photographs/Visual Works"		"A photograph of two of O'Keeffe's watercolors and her small sculpture, Abstraction, at Stieglitz's 291 Gallery, grey cloth walls and black skirt under the gallery shelf."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"8 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition at 291, Interior Gallery View, 1917"	"Gelatin silver print, 8 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1128a]"	"732523"	"732523, "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition at 291, Interior Gallery View, 1917. Gelatin silver print, 8 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1128a]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6062"	"2006.6.1129"		"Photographs/Visual Works"		"A photograph of O'Keeffe's watercolor at Stieglitz's 291 Gallery, grey cloth walls and black skirt under the gallery shelf."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"8 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition at 291, Interior Gallery View, 1917"	"Gelatin silver print, 8 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1129]"	"732525"	"732525, "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition at 291, Interior Gallery View, 1917. Gelatin silver print, 8 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1129]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6063"	"2006.6.1130"		"Photographs/Visual Works"		"An installation view of various Georgia O'Keeffe's paintings and works on paper as  visible in two gallery rooms. Entrance into adjoining gallery is through an open doorway with velvet curtains."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"8 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition at The Anderson Galleries, Interior Gallery View, 1923"	"Gelatin silver print, 8 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1130]"		", "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition at The Anderson Galleries, Interior Gallery View, 1923. Gelatin silver print, 8 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1130]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"607"	"2006.5.47"	"141, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Graphite sketch of a hill. Simple line drawing, no shading. A single line drawn diagonally across the paper begins in the upper right hand area of the paper and descends to the middle left of the paper."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"4 7/8 x 3 3/8 inches"	"Nov 22 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Watermark: OLD DEERFIELD BOND"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986         "		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Palo Duro Canyon), 1916-1917"	"Graphite on paper, 4 7/8 x 3 3/8 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.47]"	"725397"	"725397, "	"Georgia O'Keeffe. Untitled (Palo Duro Canyon), 1916-1917. Graphite on paper, 4 7/8 x 3 3/8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.47]"	"141"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"608"	"2006.5.48"	"142, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Simple line drawing, no shading. Drawing shows a canyon, steep cliff on the right side of the paper in the foreground, large hill in the background on the left. A strip of sky dotted with clouds is visible in the background. Small bumps and dots decorate the canyon."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"3 7/8 x 5 inches"	"Nov 22 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"	"Watermark: NATIONAL BANK BOND"	"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986         "		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Palo Duro Canyon), 1916-1917"	"Graphite on paper, 3 7/8 x 5 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.48]"	"725398"	"725398, "	"Georgia O'Keeffe. Untitled (Palo Duro Canyon), 1916-1917. Graphite on paper, 3 7/8 x 5 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.48]"	"142"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"609"	"2006.5.49"	"143, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Simple line drawing, no shading. Canyon in foreground. Large hill dominates background. Thin strip of sky with clouds is visible at the top of the paper. Canyon floor and hill are covered with small bumps and dots."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"3 7/8 x 5 inches"	"Nov 22 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"		"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Palo Duro Canyon), 1916-1917"	"Graphite on paper, 3 7/8 x 5 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.49]"	"725399"	"725399, "	"Georgia O'Keeffe. Untitled (Palo Duro Canyon), 1916-1917. Graphite on paper, 3 7/8 x 5 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.49]"	"143"				"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"6091"	"2006.6.1141"		"Photographs/Visual Works"		"View of three paintings on the gallery wall, 2 paintings of New Mexican landscapes and one painting of a jack-in-the-pulpit."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"7 7/8 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 7 7/8 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1141]"		", "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 7 7/8 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1141]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6092"	"2006.6.1141a"		"Photographs/Visual Works"		"View of three paintings on the gallery wall, 2 paintings of New Mexican landscapes and one painting of a jack-in-the-pulpit."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"7 7/8 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 7 7/8 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1141a]"		", "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 7 7/8 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1141a]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6093"	"2006.6.1142"		"Photographs/Visual Works"		"Corner view of three paintings on a wall, 2 paintings of New Mexican landscapes and one painting of a jack-in-the-pulpit and a painting of  New Mexican landscape on an adjacent wall."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"8 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 8 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1142]"	"732558"	"732558, "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 8 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1142]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6094"	"2006.6.1142a"		"Photographs/Visual Works"		"Three vertical views of three O'Keeffe paintings; two New Mexican landscapes and a Jackl-in-the-pulpit."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"7 15/16 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 7 15/16 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1142a]"	"732559"	"732559, "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 7 15/16 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1142a]"					
