Controlling Institution	System ID	Accession No	Other ID: AS Key Set and CR	Classification term only	Object Type	Brief Description	Credit Line	Media Materials Description	Materials term only	Measurement Description	Update date	Item Count	Classification term only	Record Status	Department	Procedural Status	Signature Marks Date Description	Copyright status	Maker| Role for Export	Provenance full details	Collection	Current Owner	Object Copyright URI	Classification URI	Object Type URI	Materials Type URI	Artist for caption	Maker| Role for Export	Title and date	Medium and dimensions	Controlling Institution for caption	Copyright Holder for caption	Accession Number for caption	Primary Image DAM ID	Image DAM ID	Caption	CR Number	Exhibition Details	Documentation short summary only	Related Object IDs	External File Details
"Georgia O'Keeffe Museum (Santa Fe)"	"6095"	"2006.6.1143"		"Photographs/Visual Works"		"Installation view of five O'Keeffe paintings on a white gallery wall.  Subject of the paintings are flowers, a New Mexico landscape, trees, and a large abstraction. ^'"	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"7 x 9 5/16 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 7 x 9 5/16 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1143]"		", "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 7 x 9 5/16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1143]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6096"	"2006.6.1143a"		"Photographs/Visual Works"		"Installation view of five O'Keeffe paintings on a white gallery wall.  Subject of the paintings are flowers, a New Mexico landscape, trees, and a large abstraction. ^'"	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"7 15/16 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 7 15/16 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1143a]"		", "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 7 15/16 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1143a]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6097"	"2006.6.1143b"		"Photographs/Visual Works"		"Installation view of five O'Keeffe paintings on a white gallery wall.  Subject of the paintings are flowers, a New Mexico landscape, trees, and a large abstraction. ^'"	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"8 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 8 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1143b]"		", "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 8 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1143b]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6098"	"2006.6.1144"		"Photographs/Visual Works"		"View of gallery installation of four O'Keeffe paintings on three walls; 2 paintings of jack-in-the-pulpits, an abstraction, and an enlarged flower."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"10 9/16 x 8 7/8 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 10 9/16 x 8 7/8 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1144]"		", "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 10 9/16 x 8 7/8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1144]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6099"	"2006.6.1144a"		"Photographs/Visual Works"		"View of gallery installation of four O'Keeffe paintings on three walls; 2 paintings of jack-in-the-pulpits, an abstraction, and an enlarged flower."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"9 15/16 x 8 1/16 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 9 15/16 x 8 1/16 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1144a]"		", "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 9 15/16 x 8 1/16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1144a]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"61"	"1997.6.13"	"120, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Large blue spiral of fluid strokes folding inward on itself that dominates the page.  Varing tones of blue from washed light to deep almost black that form one gentle sweeping wave."	"Gift of The Burnett Foundation      "	"Watercolor on paper"	"Watercolor, Paper"	"27 7/8 x 22 1/4 inches"	"Jan 22 2020"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"		"Copyright"	"Artist: Georgia O'Keeffe"	"(Doris Bry, New York, N.Y.) ^Dr. Milton Gardner, Merrick, N.Y., 1967 ^(James Graham & Sons, New York, N.Y.) ^Gerald Peters Gallery), Santa Fe, N.Mex., 1983 ^Gulf States Paper Corporation, Tuscaloosa, Ala., 1983 ^(Gerald Peters Gallery, Santa Fe, N.Mex.)         "		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Blue II, 1916"	"Watercolor on paper, 27 7/8 x 22 1/4 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[1997.6.13]"	"725362"	"725362, "	"Georgia O'Keeffe. Blue II, 1916. Watercolor on paper, 27 7/8 x 22 1/4 inches. Georgia O'Keeffe Museum. Gift of The Burnett Foundation. © Georgia O'Keeffe Museum. [1997.6.13]"	"120"	"1963 East Hampton ^1985 Amarillo, no. 1 ^1992 Washington ^1997 Santa Fe (O'Keeffe) Inaugural ^1998 Santa Fe (O'Keeffe) Permanent ^1999 Santa Fe (O'Keeffe) Artists of the Stieglitz Circle ^1999 Santa Fe (O'Keeffe) Poetry of Things ^2002 Santa Fe (O'Keeffe) Permanent Collection (Edward Weston) ^2002 Santa Fe (O'Keeffe) GOKM 5th Anniversary ^2003 Santa Fe (O'Keeffe) Photographs by Alfred Stieglitz: Gift of GOKF ^2005 Santa Fe (O'Keeffe) Permanent Collection (GOK and Andy Warhol: Flowers) ^2006 Santa Fe (O'Keeffe) Permanent Collection (Celebration of New Work) ^2007 Santa Fe (O'Keeffe) GOK: Circling Around Abstraction; all venues ^2010 Santa Fe (O'Keeffe) GOK: Abstraction; all venues ^2010 Santa Fe (O'Keeffe) O'Keeffiana ^2011 Santa Fe (O'Keeffe) Permanent Collection (Robert Henri) ^2012 Santa Fe (O'Keeffe) Permanent Collection (Jaune Quick-to-See Smith) ^2012 Santa Fe (O'Keeffe) Permanent Collection (Faraway) *deinstalled early 12/10/12 for MOMA exhibti ^2016 Santa Fe (O'Keeffe) Georgia O'Keeffe's Farwide Texas"	"Inaugural Catalogue: The Georgia O'Keeffe Museum; Peter Hassrick; 1997"		"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"610"	"2006.5.50"	"144, Catalogue Raisonne Number"	"Works on Paper/Visual Works"		"Graphite drawing of a canyon scene. There are plateaus in the foreground and background with a hill in between them. Along the bottom of the drawing leading into the valley created by the plateaus are bumps that appear to be plants."	"Gift of The Georgia O'Keeffe Foundation      "	"Graphite on paper"	"Graphite, Paper"	"3 7/8 x 5 inches"	"Nov 21 2019"	"1"	"Works on Paper/Visual Works"	"Web Published"	"Visual Works/Curatorial"	"Accessioned"		"Copyright"	"Artist: Georgia O'Keeffe"	"Estate of the artist, 1986   Georgia O'Keeffe   1986   Abiquiu/New Mexico"		"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/InC/1.0/"	"http://vocab.getty.edu/aat/300189621"		", "	"Georgia O'Keeffe"	"Artist: Georgia O'Keeffe"	"Untitled (Palo Duro Canyon), 1916-1917"	"Graphite on paper, 3 7/8 x 5 inches"	"Georgia O'Keeffe Museum"	"© Georgia O'Keeffe Museum"	"[2006.5.50]"	"725402"	"725402, "	"Georgia O'Keeffe. Untitled (Palo Duro Canyon), 1916-1917. Graphite on paper, 3 7/8 x 5 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. © Georgia O'Keeffe Museum. [2006.5.50]"	"144"	"2001 Santa Fe (O'Keeffe) O'Keeffe's O'Keeffe's"			"https://www.arsny.com/requests   Image Request Link   Artists Rights Society Image Request Portal"
"Georgia O'Keeffe Museum (Santa Fe)"	"6100"	"2006.6.1144b"		"Photographs/Visual Works"		"View of gallery installation of four O'Keeffe paintings on three walls; 2 paintings of jack-in-the-pulpits, an abstraction, and an enlarged flower."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"9 15/16 x 8 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 9 15/16 x 8 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1144b]"	"732566"	"732566, "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 9 15/16 x 8 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1144b]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6101"	"2006.6.1145"		"Photographs/Visual Works"		"Installation view of six O'Keeffe paintings on a white wall; two New Mexican landscapes, two versions of jack-in-the-pulpits, and 2 abstract paintings."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"7 15/16 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 7 15/16 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1145]"		", "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 7 15/16 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1145]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6102"	"2006.6.1145a"		"Photographs/Visual Works"		"Installation view of six O'Keeffe paintings on a white wall; two New Mexican landscapes, two versions of jack-in-the-pulpits, and 2 abstract paintings."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"7 15/16 x 10 1/16 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 7 15/16 x 10 1/16 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1145a]"	"732567"	"732567, "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 7 15/16 x 10 1/16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1145a]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6103"	"2006.6.1145b"		"Photographs/Visual Works"		"Installation view of six O'Keeffe paintings on a white wall; two New Mexican landscapes, two versions of jack-in-the-pulpits, and 2 abstract paintings."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"7 15/16 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 7 15/16 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1145b]"	"732568"	"732568, "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 7 15/16 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1145b]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6104"	"2006.6.1145c"		"Photographs/Visual Works"		"Installation view of six O'Keeffe paintings on a white wall; two New Mexican landscapes, two versions of jack-in-the-pulpits, and 2 abstract paintings."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"7 15/16 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 7 15/16 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1145c]"	"732569"	"732569, "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 7 15/16 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1145c]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6105"	"2006.6.1146"		"Photographs/Visual Works"		"Installation view of six O'Keeffe paintings on white walls; two paintings of New Mexican landscapes, and four paintings of flowers. The most abstract  flower painting in on the adjacent wall."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"7 7/8 x 9 15/16 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 7 7/8 x 9 15/16 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1146]"	"732570"	"732570, "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 7 7/8 x 9 15/16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1146]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6106"	"2006.6.1146a"		"Photographs/Visual Works"		"Installation view of six O'Keeffe paintings on white walls; two paintings of New Mexican landscapes, and four paintings of flowers. The most abstract  flower painting in on the adjacent wall."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"8 x 10 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 8 x 10 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1146a]"	"732571"	"732571, "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 8 x 10 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1146a]"					
"Georgia O'Keeffe Museum (Santa Fe)"	"6107"	"2006.6.1147"		"Photographs/Visual Works"		"Installation view of four O'Keeffe paintings on a white gallery wall; two paintings of flowers, two paintings of trees and one painting of a New Mexico landscape. Written in pencil on the surface photograph  is 1930 and scribbles on lower half of the image."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"7 7/8 x 9 15/16 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 7 7/8 x 9 15/16 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1147]"	"732573"	"732573, "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 7 7/8 x 9 15/16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1147]"				"146"	
"Georgia O'Keeffe Museum (Santa Fe)"	"6108"	"2006.6.1148"		"Photographs/Visual Works"		"Installation view of three O'Keeffe paintings on a gallery wall; 2 paintings of trees and one painting of a New Mexican landscape."	"Gift of The Georgia O'Keeffe Foundation      "	"Gelatin silver print"	"Gelatin silver print/Photograph"	"7 x 9 9/16 inches"	"Aug 28 2019"	"1"	"Photographs/Visual Works"	"Web Published"	"Archive"	"Accessioned"		"No Copyright"	"Photographer: Alfred Stieglitz"		"Georgia O'Keeffe Foundation Photographs/Archive"	"Georgia O'Keeffe Museum (Santa Fe)"	"http://rightsstatements.org/vocab/NoC-US/1.0/"	"http://vocab.getty.edu/aat/300046300"			"Alfred Stieglitz"	"Photographer: Alfred Stieglitz"	"Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931"	"Gelatin silver print, 7 x 9 9/16 inches"	"Georgia O'Keeffe Museum"		"[2006.6.1148]"	"732572"	"732572, "	"Alfred Stieglitz. Georgia O'Keeffe Exhibition: An American Place, Interior Gallery View, 1931. Gelatin silver print, 7 x 9 9/16 inches. Georgia O'Keeffe Museum. Gift of The Georgia O'Keeffe Foundation. [2006.6.1148]"					
